Sample,OD600,Time_s
P13.D10_noMC,0.659,68998.018
P13.D10_noMC,0.6973,69930.555
P13.D10_noMC,0.678,70863.021
P13.D10_noMC,0.7318,71795.421
P13.D10_noMC,0.6696,72727.925
P13.D10_noMC,0.6798,73660.508
P13.D10_noMC,0.1321,0
P13.D10_noMC,0.1246,927.268
P13.D10_noMC,0.1164,1859.687
P13.D10_noMC,0.1171,2792.16
P13.D10_noMC,0.1201,3724.632
P13.D10_noMC,0.1229,4657.102
P13.D10_noMC,0.1285,5589.631
P13.D10_noMC,0.1378,6522.193
P13.D10_noMC,0.1578,7454.487
P13.D10_noMC,0.1799,8386.937
P13.D10_noMC,0.2026,9319.439
P13.D10_noMC,0.2282,10251.889
P13.D10_noMC,0.2676,11184.439
P13.D10_noMC,0.2924,12116.883
P13.D10_noMC,0.312,13049.281
P13.D10_noMC,0.334,13981.655
P13.D10_noMC,0.3338,14914.142
P13.D10_noMC,0.3634,15846.702
P13.D10_noMC,0.3919,16779.28
P13.D10_noMC,0.4043,17711.855
P13.D10_noMC,0.4272,18644.329
P13.D10_noMC,0.4561,19576.844
P13.D10_noMC,0.466,20509.373
P13.D10_noMC,0.4907,21441.922
P13.D10_noMC,0.5033,22374.504
P13.D10_noMC,0.522,23307.015
P13.D10_noMC,0.5337,24239.47
P13.D10_noMC,0.5478,25171.902
P13.D10_noMC,0.5602,26104.468
P13.D10_noMC,0.5725,27037.057
P13.D10_noMC,0.589,27969.65
P13.D10_noMC,0.6064,28902.088
P13.D10_noMC,0.6098,29834.682
P13.D10_noMC,0.6252,30767.242
P13.D10_noMC,0.6342,31699.776
P13.D10_noMC,0.6456,32632.176
P13.D10_noMC,0.6526,33564.472
P13.D10_noMC,0.6533,34496.941
P13.D10_noMC,0.6645,35429.418
P13.D10_noMC,0.6828,36361.963
P13.D10_noMC,0.6717,37294.415
P13.D10_noMC,0.6582,38226.892
P13.D10_noMC,0.6609,39159.364
P13.D10_noMC,0.6433,40091.808
P13.D10_noMC,0.6486,41024.249
P13.D10_noMC,0.65,41956.683
P13.D10_noMC,0.6621,42889.133
P13.D10_noMC,0.6759,43821.583
P13.D10_noMC,0.6793,44754.073
P13.D10_noMC,0.6817,45686.536
P13.D10_noMC,0.6816,46618.992
P13.D10_noMC,0.6847,47551.547
P13.D10_noMC,0.6834,48483.921
P13.D10_noMC,0.6844,49416.364
P13.D10_noMC,0.6861,50348.834
P13.D10_noMC,0.6905,51281.358
P13.D10_noMC,0.69,52213.762
P13.D10_noMC,0.6897,53146.312
P13.D10_noMC,0.7052,54078.693
P13.D10_noMC,0.6929,55011.144
P13.D10_noMC,0.6904,55943.634
P13.D10_noMC,0.6957,56876.186
P13.D10_noMC,0.6949,57808.624
P13.D10_noMC,0.7026,58741.026
P13.D10_noMC,0.6971,59673.323
P13.D10_noMC,0.6969,60605.752
P13.D10_noMC,0.6955,61538.212
P13.D10_noMC,0.6965,62470.619
P13.D10_noMC,0.693,63403.101
P13.D10_noMC,0.6937,64335.647
P13.D10_noMC,0.6981,65268.122
P13.D10_noMC,0.6956,66200.595
P13.D10_noMC,0.7016,67133.085
P13.D10_noMC,0.7058,68065.552
P13.D10_noMC,0.6996,68998.018
P13.D10_noMC,0.7099,69930.555
P13.D10_noMC,0.7028,70863.021
P13.D10_noMC,0.7061,71795.421
P13.D10_noMC,0.7011,72727.925
P13.D10_noMC,0.7012,73660.508
P13.D10_MC,0.1192,0
P13.D10_MC,0.1218,927.268
P13.D10_MC,0.1128,1859.687
P13.D10_MC,0.1115,2792.16
P13.D10_MC,0.1138,3724.632
P13.D10_MC,0.1174,4657.102
P13.D10_MC,0.1233,5589.631
P13.D10_MC,0.1313,6522.193
P13.D10_MC,0.1435,7454.487
P13.D10_MC,0.1638,8386.937
P13.D10_MC,0.1838,9319.439
P13.D10_MC,0.2134,10251.889
P13.D10_MC,0.2354,11184.439
P13.D10_MC,0.272,12116.883
P13.D10_MC,0.296,13049.281
P13.D10_MC,0.3089,13981.655
P13.D10_MC,0.3258,14914.142
P13.D10_MC,0.3478,15846.702
P13.D10_MC,0.3656,16779.28
P13.D10_MC,0.381,17711.855
P13.D10_MC,0.4275,18644.329
P13.D10_MC,0.4365,19576.844
P13.D10_MC,0.452,20509.373
P13.D10_MC,0.473,21441.922
P13.D10_MC,0.4751,22374.504
P13.D10_MC,0.5021,23307.015
P13.D10_MC,0.502,24239.47
P13.D10_MC,0.5361,25171.902
P13.D10_MC,0.5337,26104.468
P13.D10_MC,0.5606,27037.057
P13.D10_MC,0.5646,27969.65
P13.D10_MC,0.5805,28902.088
P13.D10_MC,0.5819,29834.682
P13.D10_MC,0.5897,30767.242
P13.D10_MC,0.5945,31699.776
P13.D10_MC,0.6087,32632.176
P13.D10_MC,0.5977,33564.472
P13.D10_MC,0.5998,34496.941
P13.D10_MC,0.6102,35429.418
P13.D10_MC,0.6127,36361.963
P13.D10_MC,0.6208,37294.415
P13.D10_MC,0.625,38226.892
P13.D10_MC,0.6178,39159.364
P13.D10_MC,0.6261,40091.808
P13.D10_MC,0.6331,41024.249
P13.D10_MC,0.6362,41956.683
P13.D10_MC,0.6455,42889.133
P13.D10_MC,0.6332,43821.583
P13.D10_MC,0.6021,44754.073
P13.D10_MC,0.6025,45686.536
P13.D10_MC,0.6004,46618.992
P13.D10_MC,0.5954,47551.547
P13.D10_MC,0.5897,48483.921
P13.D10_MC,0.5953,49416.364
P13.D10_MC,0.5722,50348.834
P13.D10_MC,0.5691,51281.358
P13.D10_MC,0.5633,52213.762
P13.D10_MC,0.5611,53146.312
P13.D10_MC,0.5529,54078.693
P13.D10_MC,0.5491,55011.144
P13.D10_MC,0.5476,55943.634
P13.D10_MC,0.535,56876.186
P13.D10_MC,0.5256,57808.624
P13.D10_MC,0.5189,58741.026
P13.D10_MC,0.5136,59673.323
P13.D10_MC,0.5081,60605.752
P13.D10_MC,0.5045,61538.212
P13.D10_MC,0.4993,62470.619
P13.D10_MC,0.4957,63403.101
P13.D10_MC,0.4934,64335.647
P13.D10_MC,0.4856,65268.122
P13.D10_MC,0.4865,66200.595
P13.D10_MC,0.4863,67133.085
P13.D10_MC,0.483,68065.552
P13.D10_MC,0.4763,68998.018
P13.D10_MC,0.4768,69930.555
P13.D10_MC,0.4721,70863.021
P13.D10_MC,0.4684,71795.421
P13.D10_MC,0.4646,72727.925
P13.D10_MC,0.4608,73660.508
P13.D10_MC,0.121,0
P13.D10_MC,0.1249,927.268
P13.D10_MC,0.1133,1859.687
P13.D10_MC,0.1116,2792.16
P13.D10_MC,0.1138,3724.632
P13.D10_MC,0.1174,4657.102
P13.D10_MC,0.1226,5589.631
P13.D10_MC,0.1295,6522.193
P13.D10_MC,0.1408,7454.487
P13.D10_MC,0.162,8386.937
P13.D10_MC,0.1805,9319.439
P13.D10_MC,0.2074,10251.889
P13.D10_MC,0.2287,11184.439
P13.D10_MC,0.2575,12116.883
P13.D10_MC,0.2813,13049.281
P13.D10_MC,0.2832,13981.655
P13.D10_MC,0.2916,14914.142
P13.D10_MC,0.3191,15846.702
P13.D10_MC,0.341,16779.28
P13.D10_MC,0.3634,17711.855
P13.D10_MC,0.3859,18644.329
P13.D10_MC,0.3998,19576.844
P13.D10_MC,0.4138,20509.373
P13.D10_MC,0.4371,21441.922
P13.D10_MC,0.4494,22374.504
P13.D10_MC,0.4644,23307.015
P13.D10_MC,0.4838,24239.47
P13.D10_MC,0.4895,25171.902
P13.D10_MC,0.4996,26104.468
P13.D10_MC,0.5213,27037.057
P13.D10_MC,0.5318,27969.65
P13.D10_MC,0.5435,28902.088
P13.D10_MC,0.5538,29834.682
P13.D10_MC,0.5676,30767.242
P13.D10_MC,0.5674,31699.776
P13.D10_MC,0.5732,32632.176
P13.D10_MC,0.582,33564.472
P13.D10_MC,0.5775,34496.941
P13.D10_MC,0.5785,35429.418
P13.D10_MC,0.5801,36361.963
P13.D10_MC,0.5796,37294.415
P13.D10_MC,0.5798,38226.892
P13.D10_MC,0.5677,39159.364
P13.D10_MC,0.57,40091.808
P13.D10_MC,0.568,41024.249
P13.D10_MC,0.5737,41956.683
P13.D10_MC,0.5757,42889.133
P13.D10_MC,0.5736,43821.583
P13.D10_MC,0.5714,44754.073
P13.D10_MC,0.5691,45686.536
P13.D10_MC,0.5667,46618.992
P13.D10_MC,0.5662,47551.547
P13.D10_MC,0.5551,48483.921
P13.D10_MC,0.5534,49416.364
P13.D10_MC,0.5384,50348.834
P13.D10_MC,0.5311,51281.358
P13.D10_MC,0.5244,52213.762
P13.D10_MC,0.5165,53146.312
P13.D10_MC,0.5068,54078.693
P13.D10_MC,0.5063,55011.144
P13.D10_MC,0.4957,55943.634
P13.D10_MC,0.4941,56876.186
P13.D10_MC,0.4918,57808.624
P13.D10_MC,0.4858,58741.026
P13.D10_MC,0.4833,59673.323
P13.D10_MC,0.4775,60605.752
P13.D10_MC,0.477,61538.212
P13.D10_MC,0.487,62470.619
P13.D10_MC,0.4778,63403.101
P13.D10_MC,0.4818,64335.647
P13.D10_MC,0.47,65268.122
P13.D10_MC,0.4537,66200.595
P13.D10_MC,0.457,67133.085
P13.D10_MC,0.4566,68065.552
P13.D10_MC,0.4341,68998.018
P13.D10_MC,0.4443,69930.555
P13.D10_MC,0.4278,70863.021
P13.D10_MC,0.4424,71795.421
P13.D10_MC,0.443,72727.925
P13.D10_MC,0.4479,73660.508
P13.D10_MC,0.1224,0
P13.D10_MC,0.1259,927.268
P13.D10_MC,0.1166,1859.687
P13.D10_MC,0.1156,2792.16
P13.D10_MC,0.1178,3724.632
P13.D10_MC,0.1216,4657.102
P13.D10_MC,0.1274,5589.631
P13.D10_MC,0.1355,6522.193
P13.D10_MC,0.1492,7454.487
P13.D10_MC,0.1713,8386.937
P13.D10_MC,0.1939,9319.439
P13.D10_MC,0.2293,10251.889
P13.D10_MC,0.2653,11184.439
P13.D10_MC,0.3014,12116.883
P13.D10_MC,0.3078,13049.281
P13.D10_MC,0.3382,13981.655
P13.D10_MC,0.353,14914.142
P13.D10_MC,0.3708,15846.702
P13.D10_MC,0.3892,16779.28
P13.D10_MC,0.4129,17711.855
P13.D10_MC,0.4332,18644.329
P13.D10_MC,0.4507,19576.844
P13.D10_MC,0.4738,20509.373
P13.D10_MC,0.4935,21441.922
P13.D10_MC,0.5032,22374.504
P13.D10_MC,0.5151,23307.015
P13.D10_MC,0.5276,24239.47
P13.D10_MC,0.5472,25171.902
P13.D10_MC,0.5525,26104.468
P13.D10_MC,0.576,27037.057
P13.D10_MC,0.5826,27969.65
P13.D10_MC,0.5984,28902.088
P13.D10_MC,0.6048,29834.682
P13.D10_MC,0.6148,30767.242
P13.D10_MC,0.6205,31699.776
P13.D10_MC,0.6346,32632.176
P13.D10_MC,0.6399,33564.472
P13.D10_MC,0.6434,34496.941
P13.D10_MC,0.663,35429.418
P13.D10_MC,0.6858,36361.963
P13.D10_MC,0.7145,37294.415
P13.D10_MC,0.7245,38226.892
P13.D10_MC,0.7427,39159.364
P13.D10_MC,0.7557,40091.808
P13.D10_MC,0.7588,41024.249
P13.D10_MC,0.781,41956.683
P13.D10_MC,0.7717,42889.133
P13.D10_MC,0.7725,43821.583
P13.D10_MC,0.7659,44754.073
P13.D10_MC,0.7851,45686.536
P13.D10_MC,0.7646,46618.992
P13.D10_MC,0.7337,47551.547
P13.D10_MC,0.6461,48483.921
P13.D10_MC,0.6184,49416.364
P13.D10_MC,0.6124,50348.834
P13.D10_MC,0.6,51281.358
P13.D10_MC,0.591,52213.762
P13.D10_MC,0.5864,53146.312
P13.D10_MC,0.5763,54078.693
P13.D10_MC,0.5695,55011.144
P13.D10_MC,0.557,55943.634
P13.D10_MC,0.5577,56876.186
P13.D10_MC,0.5518,57808.624
P13.D10_MC,0.5436,58741.026
P13.D10_MC,0.5357,59673.323
P13.D10_MC,0.5277,60605.752
P13.D10_MC,0.5264,61538.212
P13.D10_MC,0.5208,62470.619
P13.D10_MC,0.5187,63403.101
P13.D10_MC,0.5097,64335.647
P13.D10_MC,0.5081,65268.122
P13.D10_MC,0.5073,66200.595
P13.D10_MC,0.5005,67133.085
P13.D10_MC,0.4959,68065.552
P13.D10_MC,0.4884,68998.018
P13.D10_MC,0.4916,69930.555
P13.D10_MC,0.4844,70863.021
P13.D10_MC,0.4846,71795.421
P13.D10_MC,0.4796,72727.925
P13.D10_MC,0.4724,73660.508
P22.B2_noMC,0.1324,0
P22.B2_noMC,0.1238,927.268
P22.B2_noMC,0.1265,1859.687
P22.B2_noMC,0.135,2792.16
P22.B2_noMC,0.1405,3724.632
P22.B2_noMC,0.145,4657.102
P22.B2_noMC,0.151,5589.631
P22.B2_noMC,0.1592,6522.193
P22.B2_noMC,0.1748,7454.487
P22.B2_noMC,0.1986,8386.937
P22.B2_noMC,0.2094,9319.439
P22.B2_noMC,0.2281,10251.889
P22.B2_noMC,0.2471,11184.439
P22.B2_noMC,0.2284,12116.883
P22.B2_noMC,0.2747,13049.281
P22.B2_noMC,0.2828,13981.655
P22.B2_noMC,0.2918,14914.142
P22.B2_noMC,0.2978,15846.702
P22.B2_noMC,0.3144,16779.28
P22.B2_noMC,0.3177,17711.855
P22.B2_noMC,0.3372,18644.329
P22.B2_noMC,0.3378,19576.844
P22.B2_noMC,0.3576,20509.373
P22.B2_noMC,0.3759,21441.922
P22.B2_noMC,0.3725,22374.504
P22.B2_noMC,0.398,23307.015
P22.B2_noMC,0.406,24239.47
P22.B2_noMC,0.4312,25171.902
P22.B2_noMC,0.4427,26104.468
P22.B2_noMC,0.4478,27037.057
P22.B2_noMC,0.4488,27969.65
P22.B2_noMC,0.4651,28902.088
P22.B2_noMC,0.4795,29834.682
P22.B2_noMC,0.4961,30767.242
P22.B2_noMC,0.5116,31699.776
P22.B2_noMC,0.525,32632.176
P22.B2_noMC,0.531,33564.472
P22.B2_noMC,0.5375,34496.941
P22.B2_noMC,0.542,35429.418
P22.B2_noMC,0.5379,36361.963
P22.B2_noMC,0.5527,37294.415
P22.B2_noMC,0.5465,38226.892
P22.B2_noMC,0.5498,39159.364
P22.B2_noMC,0.5565,40091.808
P22.B2_noMC,0.5729,41024.249
P22.B2_noMC,0.5643,41956.683
P22.B2_noMC,0.5615,42889.133
P22.B2_noMC,0.5621,43821.583
P22.B2_noMC,0.5577,44754.073
P22.B2_noMC,0.5583,45686.536
P22.B2_noMC,0.5564,46618.992
P22.B2_noMC,0.5556,47551.547
P22.B2_noMC,0.5548,48483.921
P22.B2_noMC,0.5537,49416.364
P22.B2_noMC,0.5517,50348.834
P22.B2_noMC,0.5508,51281.358
P22.B2_noMC,0.5517,52213.762
P22.B2_noMC,0.5518,53146.312
P22.B2_noMC,0.5516,54078.693
P22.B2_noMC,0.5533,55011.144
P22.B2_noMC,0.5546,55943.634
P22.B2_noMC,0.5553,56876.186
P22.B2_noMC,0.5551,57808.624
P22.B2_noMC,0.5553,58741.026
P22.B2_noMC,0.5576,59673.323
P22.B2_noMC,0.5555,60605.752
P22.B2_noMC,0.5591,61538.212
P22.B2_noMC,0.5586,62470.619
P22.B2_noMC,0.5589,63403.101
P22.B2_noMC,0.5608,64335.647
P22.B2_noMC,0.5614,65268.122
P22.B2_noMC,0.5627,66200.595
P22.B2_noMC,0.5637,67133.085
P22.B2_noMC,0.5615,68065.552
P22.B2_noMC,0.5648,68998.018
P22.B2_noMC,0.5644,69930.555
P22.B2_noMC,0.5642,70863.021
P22.B2_noMC,0.567,71795.421
P22.B2_noMC,0.5696,72727.925
P22.B2_noMC,0.5701,73660.508
P22.B2_noMC,0.137,0
P22.B2_noMC,0.1559,927.268
P22.B2_noMC,0.124,1859.687
P22.B2_noMC,0.1269,2792.16
P22.B2_noMC,0.1318,3724.632
P22.B2_noMC,0.136,4657.102
P22.B2_noMC,0.1381,5589.631
P22.B2_noMC,0.1466,6522.193
P22.B2_noMC,0.1636,7454.487
P22.B2_noMC,0.1794,8386.937
P22.B2_noMC,0.1968,9319.439
P22.B2_noMC,0.2244,10251.889
P22.B2_noMC,0.2387,11184.439
P22.B2_noMC,0.2616,12116.883
P22.B2_noMC,0.2639,13049.281
P22.B2_noMC,0.2797,13981.655
P22.B2_noMC,0.289,14914.142
P22.B2_noMC,0.2932,15846.702
P22.B2_noMC,0.3002,16779.28
P22.B2_noMC,0.3065,17711.855
P22.B2_noMC,0.3304,18644.329
P22.B2_noMC,0.3408,19576.844
P22.B2_noMC,0.3534,20509.373
P22.B2_noMC,0.3633,21441.922
P22.B2_noMC,0.3727,22374.504
P22.B2_noMC,0.3931,23307.015
P22.B2_noMC,0.4032,24239.47
P22.B2_noMC,0.4136,25171.902
P22.B2_noMC,0.4265,26104.468
P22.B2_noMC,0.4365,27037.057
P22.B2_noMC,0.4454,27969.65
P22.B2_noMC,0.4691,28902.088
P22.B2_noMC,0.4747,29834.682
P22.B2_noMC,0.4934,30767.242
P22.B2_noMC,0.496,31699.776
P22.B2_noMC,0.5075,32632.176
P22.B2_noMC,0.5145,33564.472
P22.B2_noMC,0.5122,34496.941
P22.B2_noMC,0.5191,35429.418
P22.B2_noMC,0.5308,36361.963
P22.B2_noMC,0.5263,37294.415
P22.B2_noMC,0.5351,38226.892
P22.B2_noMC,0.5325,39159.364
P22.B2_noMC,0.5413,40091.808
P22.B2_noMC,0.5361,41024.249
P22.B2_noMC,0.5185,41956.683
P22.B2_noMC,0.529,42889.133
P22.B2_noMC,0.5314,43821.583
P22.B2_noMC,0.5264,44754.073
P22.B2_noMC,0.5269,45686.536
P22.B2_noMC,0.5232,46618.992
P22.B2_noMC,0.5236,47551.547
P22.B2_noMC,0.5228,48483.921
P22.B2_noMC,0.5214,49416.364
P22.B2_noMC,0.5205,50348.834
P22.B2_noMC,0.5207,51281.358
P22.B2_noMC,0.5238,52213.762
P22.B2_noMC,0.5224,53146.312
P22.B2_noMC,0.5234,54078.693
P22.B2_noMC,0.5249,55011.144
P22.B2_noMC,0.5247,55943.634
P22.B2_noMC,0.524,56876.186
P22.B2_noMC,0.5261,57808.624
P22.B2_noMC,0.5266,58741.026
P22.B2_noMC,0.529,59673.323
P22.B2_noMC,0.5272,60605.752
P22.B2_noMC,0.5269,61538.212
P22.B2_noMC,0.53,62470.619
P22.B2_noMC,0.5276,63403.101
P22.B2_noMC,0.5316,64335.647
P22.B2_noMC,0.5313,65268.122
P22.B2_noMC,0.5332,66200.595
P22.B2_noMC,0.5304,67133.085
P22.B2_noMC,0.5355,68065.552
P22.B2_noMC,0.5357,68998.018
P22.B2_noMC,0.5377,69930.555
P22.B2_noMC,0.5377,70863.021
P22.B2_noMC,0.5396,71795.421
P22.B2_noMC,0.5384,72727.925
P22.B2_noMC,0.5402,73660.508
P22.B2_noMC,0.1436,0
P22.B2_noMC,0.1281,927.268
P22.B2_noMC,0.1272,1859.687
P22.B2_noMC,0.1335,2792.16
P22.B2_noMC,0.1367,3724.632
P22.B2_noMC,0.1392,4657.102
P22.B2_noMC,0.1441,5589.631
P22.B2_noMC,0.153,6522.193
P22.B2_noMC,0.1674,7454.487
P22.B2_noMC,0.1923,8386.937
P22.B2_noMC,0.1858,9319.439
P22.B2_noMC,0.2232,10251.889
P22.B2_noMC,0.2433,11184.439
P22.B2_noMC,0.2733,12116.883
P22.B2_noMC,0.275,13049.281
P22.B2_noMC,0.294,13981.655
P22.B2_noMC,0.2974,14914.142
P22.B2_noMC,0.3148,15846.702
P22.B2_noMC,0.317,16779.28
P22.B2_noMC,0.3413,17711.855
P22.B2_noMC,0.3547,18644.329
P22.B2_noMC,0.362,19576.844
P22.B2_noMC,0.375,20509.373
P22.B2_noMC,0.3876,21441.922
P22.B2_noMC,0.4031,22374.504
P22.B2_noMC,0.4144,23307.015
P22.B2_noMC,0.4249,24239.47
P22.B2_noMC,0.4388,25171.902
P22.B2_noMC,0.4514,26104.468
P22.B2_noMC,0.4663,27037.057
P22.B2_noMC,0.4845,27969.65
P22.B2_noMC,0.4937,28902.088
P22.B2_noMC,0.5066,29834.682
P22.B2_noMC,0.5217,30767.242
P22.B2_noMC,0.533,31699.776
P22.B2_noMC,0.546,32632.176
P22.B2_noMC,0.5553,33564.472
P22.B2_noMC,0.5617,34496.941
P22.B2_noMC,0.5751,35429.418
P22.B2_noMC,0.5791,36361.963
P22.B2_noMC,0.5849,37294.415
P22.B2_noMC,0.5814,38226.892
P22.B2_noMC,0.5867,39159.364
P22.B2_noMC,0.5852,40091.808
P22.B2_noMC,0.5809,41024.249
P22.B2_noMC,0.5834,41956.683
P22.B2_noMC,0.5902,42889.133
P22.B2_noMC,0.5925,43821.583
P22.B2_noMC,0.5913,44754.073
P22.B2_noMC,0.5912,45686.536
P22.B2_noMC,0.5885,46618.992
P22.B2_noMC,0.5875,47551.547
P22.B2_noMC,0.5856,48483.921
P22.B2_noMC,0.584,49416.364
P22.B2_noMC,0.5844,50348.834
P22.B2_noMC,0.5852,51281.358
P22.B2_noMC,0.5846,52213.762
P22.B2_noMC,0.5851,53146.312
P22.B2_noMC,0.5854,54078.693
P22.B2_noMC,0.5848,55011.144
P22.B2_noMC,0.5833,55943.634
P22.B2_noMC,0.5886,56876.186
P22.B2_noMC,0.59,57808.624
P22.B2_noMC,0.589,58741.026
P22.B2_noMC,0.5897,59673.323
P22.B2_noMC,0.5914,60605.752
P22.B2_noMC,0.5932,61538.212
P22.B2_noMC,0.5926,62470.619
P22.B2_noMC,0.5944,63403.101
P22.B2_noMC,0.5951,64335.647
P22.B2_noMC,0.596,65268.122
P22.B2_noMC,0.5959,66200.595
P22.B2_noMC,0.5983,67133.085
P22.B2_noMC,0.598,68065.552
P22.B2_noMC,0.5975,68998.018
P22.B2_noMC,0.5996,69930.555
P22.B2_noMC,0.6039,70863.021
P22.B2_noMC,0.6039,71795.421
P22.B2_noMC,0.6034,72727.925
P22.B2_noMC,0.604,73660.508
P22.B2_MC,0.1326,0
P22.B2_MC,0.1324,927.268
P22.B2_MC,0.1228,1859.687
P22.B2_MC,0.1256,2792.16
P22.B2_MC,0.1355,3724.632
P22.B2_MC,0.145,4657.102
P22.B2_MC,0.15,5589.631
P22.B2_MC,0.1489,6522.193
P22.B2_MC,0.1553,7454.487
P22.B2_MC,0.1702,8386.937
P22.B2_MC,0.1744,9319.439
P22.B2_MC,0.1919,10251.889
P22.B2_MC,0.1953,11184.439
P22.B2_MC,0.2031,12116.883
P22.B2_MC,0.2189,13049.281
P22.B2_MC,0.2376,13981.655
P22.B2_MC,0.244,14914.142
P22.B2_MC,0.2427,15846.702
P22.B2_MC,0.2699,16779.28
P22.B2_MC,0.2942,17711.855
P22.B2_MC,0.3112,18644.329
P22.B2_MC,0.291,19576.844
P22.B2_MC,0.3135,20509.373
P22.B2_MC,0.3298,21441.922
P22.B2_MC,0.3503,22374.504
P22.B2_MC,0.3531,23307.015
P22.B2_MC,0.3709,24239.47
P22.B2_MC,0.3812,25171.902
P22.B2_MC,0.3814,26104.468
P22.B2_MC,0.3991,27037.057
P22.B2_MC,0.4134,27969.65
P22.B2_MC,0.4232,28902.088
P22.B2_MC,0.4237,29834.682
P22.B2_MC,0.4356,30767.242
P22.B2_MC,0.4423,31699.776
P22.B2_MC,0.4442,32632.176
P22.B2_MC,0.4424,33564.472
P22.B2_MC,0.437,34496.941
P22.B2_MC,0.4324,35429.418
P22.B2_MC,0.4299,36361.963
P22.B2_MC,0.426,37294.415
P22.B2_MC,0.4301,38226.892
P22.B2_MC,0.4266,39159.364
P22.B2_MC,0.425,40091.808
P22.B2_MC,0.4276,41024.249
P22.B2_MC,0.4246,41956.683
P22.B2_MC,0.4279,42889.133
P22.B2_MC,0.4281,43821.583
P22.B2_MC,0.4257,44754.073
P22.B2_MC,0.4247,45686.536
P22.B2_MC,0.4218,46618.992
P22.B2_MC,0.425,47551.547
P22.B2_MC,0.4243,48483.921
P22.B2_MC,0.423,49416.364
P22.B2_MC,0.4214,50348.834
P22.B2_MC,0.4189,51281.358
P22.B2_MC,0.4163,52213.762
P22.B2_MC,0.4144,53146.312
P22.B2_MC,0.4126,54078.693
P22.B2_MC,0.4103,55011.144
P22.B2_MC,0.4086,55943.634
P22.B2_MC,0.407,56876.186
P22.B2_MC,0.4029,57808.624
P22.B2_MC,0.4,58741.026
P22.B2_MC,0.3969,59673.323
P22.B2_MC,0.3933,60605.752
P22.B2_MC,0.3921,61538.212
P22.B2_MC,0.3904,62470.619
