Sample,OD600,Time_s
P22.B2_MC,0.3871,63403.101
P22.B2_MC,0.3828,64335.647
P22.B2_MC,0.3826,65268.122
P22.B2_MC,0.3766,66200.595
P22.B2_MC,0.3759,67133.085
P22.B2_MC,0.3701,68065.552
P22.B2_MC,0.3711,68998.018
P22.B2_MC,0.3676,69930.555
P22.B2_MC,0.3665,70863.021
P22.B2_MC,0.366,71795.421
P22.B2_MC,0.4335,72727.925
P22.B2_MC,0.4296,73660.508
P22.B2_MC,0.1354,0
P22.B2_MC,0.1331,927.268
P22.B2_MC,0.126,1859.687
P22.B2_MC,0.1282,2792.16
P22.B2_MC,0.1325,3724.632
P22.B2_MC,0.1369,4657.102
P22.B2_MC,0.1421,5589.631
P22.B2_MC,0.1476,6522.193
P22.B2_MC,0.1575,7454.487
P22.B2_MC,0.1677,8386.937
P22.B2_MC,0.1785,9319.439
P22.B2_MC,0.1902,10251.889
P22.B2_MC,0.202,11184.439
P22.B2_MC,0.2113,12116.883
P22.B2_MC,0.2275,13049.281
P22.B2_MC,0.2436,13981.655
P22.B2_MC,0.2438,14914.142
P22.B2_MC,0.2481,15846.702
P22.B2_MC,0.2476,16779.28
P22.B2_MC,0.2613,17711.855
P22.B2_MC,0.2656,18644.329
P22.B2_MC,0.2663,19576.844
P22.B2_MC,0.2716,20509.373
P22.B2_MC,0.2896,21441.922
P22.B2_MC,0.3092,22374.504
P22.B2_MC,0.3061,23307.015
P22.B2_MC,0.3326,24239.47
P22.B2_MC,0.3277,25171.902
P22.B2_MC,0.34,26104.468
P22.B2_MC,0.3471,27037.057
P22.B2_MC,0.3538,27969.65
P22.B2_MC,0.3723,28902.088
P22.B2_MC,0.3801,29834.682
P22.B2_MC,0.3804,30767.242
P22.B2_MC,0.3981,31699.776
P22.B2_MC,0.4018,32632.176
P22.B2_MC,0.4035,33564.472
P22.B2_MC,0.4107,34496.941
P22.B2_MC,0.4284,35429.418
P22.B2_MC,0.4227,36361.963
P22.B2_MC,0.4232,37294.415
P22.B2_MC,0.429,38226.892
P22.B2_MC,0.4333,39159.364
P22.B2_MC,0.4292,40091.808
P22.B2_MC,0.4297,41024.249
P22.B2_MC,0.4236,41956.683
P22.B2_MC,0.4303,42889.133
P22.B2_MC,0.4286,43821.583
P22.B2_MC,0.4235,44754.073
P22.B2_MC,0.4179,45686.536
P22.B2_MC,0.4156,46618.992
P22.B2_MC,0.4143,47551.547
P22.B2_MC,0.41,48483.921
P22.B2_MC,0.4072,49416.364
P22.B2_MC,0.4027,50348.834
P22.B2_MC,0.399,51281.358
P22.B2_MC,0.4002,52213.762
P22.B2_MC,0.3978,53146.312
P22.B2_MC,0.3936,54078.693
P22.B2_MC,0.391,55011.144
P22.B2_MC,0.3886,55943.634
P22.B2_MC,0.3847,56876.186
P22.B2_MC,0.3813,57808.624
P22.B2_MC,0.3784,58741.026
P22.B2_MC,0.3772,59673.323
P22.B2_MC,0.373,60605.752
P22.B2_MC,0.3696,61538.212
P22.B2_MC,0.3662,62470.619
P22.B2_MC,0.3617,63403.101
P22.B2_MC,0.361,64335.647
P22.B2_MC,0.3557,65268.122
P22.B2_MC,0.3535,66200.595
P22.B2_MC,0.3523,67133.085
P22.B2_MC,0.3505,68065.552
P22.B2_MC,0.3473,68998.018
P22.B2_MC,0.3441,69930.555
P22.B2_MC,0.3424,70863.021
P22.B2_MC,0.3399,71795.421
P22.B2_MC,0.3366,72727.925
P22.B2_MC,0.3354,73660.508
P22.B2_MC,0.1282,0
P22.B2_MC,0.1295,927.268
P22.B2_MC,0.1208,1859.687
P22.B2_MC,0.1265,2792.16
P22.B2_MC,0.1313,3724.632
P22.B2_MC,0.1342,4657.102
P22.B2_MC,0.1385,5589.631
P22.B2_MC,0.1461,6522.193
P22.B2_MC,0.1544,7454.487
P22.B2_MC,0.1676,8386.937
P22.B2_MC,0.1813,9319.439
P22.B2_MC,0.1973,10251.889
P22.B2_MC,0.2101,11184.439
P22.B2_MC,0.2129,12116.883
P22.B2_MC,0.2155,13049.281
P22.B2_MC,0.2525,13981.655
P22.B2_MC,0.2414,14914.142
P22.B2_MC,0.2524,15846.702
P22.B2_MC,0.2656,16779.28
P22.B2_MC,0.2798,17711.855
P22.B2_MC,0.294,18644.329
P22.B2_MC,0.3072,19576.844
P22.B2_MC,0.3205,20509.373
P22.B2_MC,0.3357,21441.922
P22.B2_MC,0.3383,22374.504
P22.B2_MC,0.3537,23307.015
P22.B2_MC,0.3565,24239.47
P22.B2_MC,0.378,25171.902
P22.B2_MC,0.3796,26104.468
P22.B2_MC,0.3861,27037.057
P22.B2_MC,0.3876,27969.65
P22.B2_MC,0.3924,28902.088
P22.B2_MC,0.3948,29834.682
P22.B2_MC,0.3984,30767.242
P22.B2_MC,0.4019,31699.776
P22.B2_MC,0.4089,32632.176
P22.B2_MC,0.4104,33564.472
P22.B2_MC,0.423,34496.941
P22.B2_MC,0.439,35429.418
P22.B2_MC,0.4373,36361.963
P22.B2_MC,0.4374,37294.415
P22.B2_MC,0.4358,38226.892
P22.B2_MC,0.4375,39159.364
P22.B2_MC,0.4376,40091.808
P22.B2_MC,0.4378,41024.249
P22.B2_MC,0.4315,41956.683
P22.B2_MC,0.4296,42889.133
P22.B2_MC,0.4258,43821.583
P22.B2_MC,0.424,44754.073
P22.B2_MC,0.4186,45686.536
P22.B2_MC,0.4164,46618.992
P22.B2_MC,0.4199,47551.547
P22.B2_MC,0.4096,48483.921
P22.B2_MC,0.4131,49416.364
P22.B2_MC,0.4049,50348.834
P22.B2_MC,0.4029,51281.358
P22.B2_MC,0.3972,52213.762
P22.B2_MC,0.3952,53146.312
P22.B2_MC,0.3909,54078.693
P22.B2_MC,0.3888,55011.144
P22.B2_MC,0.3854,55943.634
P22.B2_MC,0.3806,56876.186
P22.B2_MC,0.3772,57808.624
P22.B2_MC,0.3749,58741.026
P22.B2_MC,0.3679,59673.323
P22.B2_MC,0.3674,60605.752
P22.B2_MC,0.3599,61538.212
P22.B2_MC,0.3558,62470.619
P22.B2_MC,0.354,63403.101
P22.B2_MC,0.3495,64335.647
P22.B2_MC,0.3475,65268.122
P22.B2_MC,0.3412,66200.595
P22.B2_MC,0.3422,67133.085
P22.B2_MC,0.3362,68065.552
P22.B2_MC,0.3337,68998.018
P22.B2_MC,0.3347,69930.555
P22.B2_MC,0.3307,70863.021
P22.B2_MC,0.329,71795.421
P22.B2_MC,0.3271,72727.925
P22.B2_MC,0.3262,73660.508
LB_noMC,0.0468,0
LB_noMC,0.0466,927.268
LB_noMC,0.0468,1859.687
LB_noMC,0.047,2792.16
LB_noMC,0.0471,3724.632
LB_noMC,0.0471,4657.102
LB_noMC,0.0469,5589.631
LB_noMC,0.0472,6522.193
LB_noMC,0.0472,7454.487
LB_noMC,0.047,8386.937
LB_noMC,0.047,9319.439
LB_noMC,0.0471,10251.889
LB_noMC,0.0469,11184.439
LB_noMC,0.0472,12116.883
LB_noMC,0.0471,13049.281
LB_noMC,0.0471,13981.655
LB_noMC,0.0471,14914.142
LB_noMC,0.0471,15846.702
LB_noMC,0.0472,16779.28
LB_noMC,0.0472,17711.855
LB_noMC,0.047,18644.329
LB_noMC,0.0471,19576.844
LB_noMC,0.0471,20509.373
LB_noMC,0.0473,21441.922
LB_noMC,0.047,22374.504
LB_noMC,0.0473,23307.015
LB_noMC,0.0472,24239.47
LB_noMC,0.0471,25171.902
LB_noMC,0.047,26104.468
LB_noMC,0.0471,27037.057
LB_noMC,0.047,27969.65
LB_noMC,0.047,28902.088
LB_noMC,0.0472,29834.682
LB_noMC,0.047,30767.242
LB_noMC,0.0469,31699.776
LB_noMC,0.0472,32632.176
LB_noMC,0.0472,33564.472
LB_noMC,0.0471,34496.941
LB_noMC,0.0472,35429.418
LB_noMC,0.0473,36361.963
LB_noMC,0.0473,37294.415
LB_noMC,0.0473,38226.892
LB_noMC,0.0472,39159.364
LB_noMC,0.0474,40091.808
LB_noMC,0.0474,41024.249
LB_noMC,0.0474,41956.683
LB_noMC,0.0474,42889.133
LB_noMC,0.0477,43821.583
LB_noMC,0.0476,44754.073
LB_noMC,0.0478,45686.536
LB_noMC,0.0481,46618.992
LB_noMC,0.048,47551.547
LB_noMC,0.0483,48483.921
LB_noMC,0.0484,49416.364
LB_noMC,0.0489,50348.834
LB_noMC,0.0491,51281.358
LB_noMC,0.0497,52213.762
LB_noMC,0.05,53146.312
LB_noMC,0.0507,54078.693
LB_noMC,0.0514,55011.144
LB_noMC,0.0519,55943.634
LB_noMC,0.053,56876.186
LB_noMC,0.0544,57808.624
LB_noMC,0.0555,58741.026
LB_noMC,0.0572,59673.323
LB_noMC,0.0589,60605.752
LB_noMC,0.0611,61538.212
LB_noMC,0.0638,62470.619
LB_noMC,0.0665,63403.101
LB_noMC,0.0697,64335.647
LB_noMC,0.073,65268.122
LB_noMC,0.0773,66200.595
LB_noMC,0.0823,67133.085
LB_noMC,0.0879,68065.552
LB_noMC,0.0945,68998.018
LB_noMC,0.1026,69930.555
LB_noMC,0.1113,70863.021
LB_noMC,0.1228,71795.421
LB_noMC,0.1342,72727.925
LB_noMC,0.149,73660.508
LB_noMC,0.0461,0
LB_noMC,0.0459,927.268
LB_noMC,0.046,1859.687
LB_noMC,0.0463,2792.16
LB_noMC,0.0468,3724.632
LB_noMC,0.0463,4657.102
LB_noMC,0.046,5589.631
LB_noMC,0.0462,6522.193
LB_noMC,0.0461,7454.487
LB_noMC,0.0461,8386.937
LB_noMC,0.0463,9319.439
LB_noMC,0.0461,10251.889
LB_noMC,0.0462,11184.439
LB_noMC,0.0464,12116.883
LB_noMC,0.0463,13049.281
LB_noMC,0.0463,13981.655
LB_noMC,0.0462,14914.142
LB_noMC,0.0464,15846.702
LB_noMC,0.0464,16779.28
LB_noMC,0.0465,17711.855
LB_noMC,0.0463,18644.329
LB_noMC,0.0464,19576.844
LB_noMC,0.0467,20509.373
LB_noMC,0.0464,21441.922
LB_noMC,0.0466,22374.504
LB_noMC,0.0462,23307.015
LB_noMC,0.0464,24239.47
LB_noMC,0.0464,25171.902
LB_noMC,0.0463,26104.468
LB_noMC,0.0463,27037.057
LB_noMC,0.0464,27969.65
LB_noMC,0.0462,28902.088
LB_noMC,0.0467,29834.682
LB_noMC,0.0466,30767.242
LB_noMC,0.0466,31699.776
LB_noMC,0.0466,32632.176
LB_noMC,0.0469,33564.472
LB_noMC,0.0464,34496.941
LB_noMC,0.0466,35429.418
LB_noMC,0.0464,36361.963
LB_noMC,0.0465,37294.415
LB_noMC,0.0469,38226.892
LB_noMC,0.0465,39159.364
LB_noMC,0.0465,40091.808
LB_noMC,0.0468,41024.249
LB_noMC,0.0466,41956.683
LB_noMC,0.0466,42889.133
LB_noMC,0.0472,43821.583
LB_noMC,0.0466,44754.073
LB_noMC,0.0469,45686.536
LB_noMC,0.047,46618.992
LB_noMC,0.0471,47551.547
LB_noMC,0.0474,48483.921
LB_noMC,0.0473,49416.364
LB_noMC,0.0477,50348.834
LB_noMC,0.0479,51281.358
LB_noMC,0.0483,52213.762
LB_noMC,0.0488,53146.312
LB_noMC,0.0494,54078.693
LB_noMC,0.0504,55011.144
LB_noMC,0.0508,55943.634
LB_noMC,0.052,56876.186
LB_noMC,0.0532,57808.624
LB_noMC,0.0549,58741.026
LB_noMC,0.0571,59673.323
LB_noMC,0.0584,60605.752
LB_noMC,0.0602,61538.212
LB_noMC,0.063,62470.619
LB_noMC,0.0661,63403.101
LB_noMC,0.0681,64335.647
LB_noMC,0.0716,65268.122
LB_noMC,0.0749,66200.595
LB_noMC,0.0773,67133.085
LB_noMC,0.0791,68065.552
LB_noMC,0.0821,68998.018
LB_noMC,0.0847,69930.555
LB_noMC,0.0866,70863.021
LB_noMC,0.0893,71795.421
LB_noMC,0.0943,72727.925
LB_noMC,0.0986,73660.508
LB_noMC,0.0469,0
LB_noMC,0.0467,927.268
LB_noMC,0.0467,1859.687
LB_noMC,0.0466,2792.16
LB_noMC,0.0465,3724.632
LB_noMC,0.0467,4657.102
LB_noMC,0.0463,5589.631
LB_noMC,0.0465,6522.193
LB_noMC,0.0463,7454.487
LB_noMC,0.0463,8386.937
LB_noMC,0.0464,9319.439
LB_noMC,0.0464,10251.889
LB_noMC,0.0464,11184.439
LB_noMC,0.0464,12116.883
LB_noMC,0.0462,13049.281
LB_noMC,0.0462,13981.655
LB_noMC,0.0467,14914.142
LB_noMC,0.0463,15846.702
LB_noMC,0.0464,16779.28
LB_noMC,0.0464,17711.855
LB_noMC,0.0463,18644.329
LB_noMC,0.0464,19576.844
LB_noMC,0.0466,20509.373
LB_noMC,0.0463,21441.922
LB_noMC,0.0464,22374.504
LB_noMC,0.0466,23307.015
LB_noMC,0.0462,24239.47
LB_noMC,0.0464,25171.902
LB_noMC,0.047,26104.468
LB_noMC,0.0464,27037.057
LB_noMC,0.0465,27969.65
LB_noMC,0.0462,28902.088
LB_noMC,0.0464,29834.682
LB_noMC,0.0467,30767.242
LB_noMC,0.0462,31699.776
LB_noMC,0.0465,32632.176
LB_noMC,0.0464,33564.472
LB_noMC,0.0465,34496.941
LB_noMC,0.0463,35429.418
LB_noMC,0.0463,36361.963
LB_noMC,0.0466,37294.415
LB_noMC,0.0466,38226.892
LB_noMC,0.0468,39159.364
LB_noMC,0.0464,40091.808
LB_noMC,0.0465,41024.249
LB_noMC,0.0464,41956.683
LB_noMC,0.0463,42889.133
LB_noMC,0.0464,43821.583
LB_noMC,0.0463,44754.073
LB_noMC,0.0464,45686.536
LB_noMC,0.047,46618.992
LB_noMC,0.0464,47551.547
LB_noMC,0.0465,48483.921
LB_noMC,0.0463,49416.364
LB_noMC,0.0466,50348.834
LB_noMC,0.0465,51281.358
LB_noMC,0.0463,52213.762
LB_noMC,0.0465,53146.312
LB_noMC,0.0465,54078.693
LB_noMC,0.0463,55011.144
LB_noMC,0.0463,55943.634
LB_noMC,0.0465,56876.186
LB_noMC,0.0465,57808.624
LB_noMC,0.0466,58741.026
LB_noMC,0.0465,59673.323
LB_noMC,0.0465,60605.752
LB_noMC,0.0466,61538.212
LB_noMC,0.0465,62470.619
LB_noMC,0.0466,63403.101
LB_noMC,0.0464,64335.647
LB_noMC,0.0462,65268.122
LB_noMC,0.0465,66200.595
LB_noMC,0.0465,67133.085
LB_noMC,0.0464,68065.552
LB_noMC,0.0464,68998.018
LB_noMC,0.0466,69930.555
LB_noMC,0.0466,70863.021
LB_noMC,0.0465,71795.421
LB_noMC,0.0465,72727.925
LB_noMC,0.0467,73660.508
LB_MC,0.0468,0
LB_MC,0.0467,927.268
LB_MC,0.0466,1859.687
LB_MC,0.0466,2792.16
LB_MC,0.0467,3724.632
LB_MC,0.0465,4657.102
LB_MC,0.0466,5589.631
LB_MC,0.0467,6522.193
LB_MC,0.0468,7454.487
LB_MC,0.0467,8386.937
LB_MC,0.0468,9319.439
LB_MC,0.0467,10251.889
LB_MC,0.0467,11184.439
LB_MC,0.0469,12116.883
LB_MC,0.0466,13049.281
LB_MC,0.0468,13981.655
LB_MC,0.0467,14914.142
LB_MC,0.0466,15846.702
LB_MC,0.0469,16779.28
LB_MC,0.0469,17711.855
LB_MC,0.0466,18644.329
LB_MC,0.0468,19576.844
LB_MC,0.0467,20509.373
LB_MC,0.0467,21441.922
LB_MC,0.0468,22374.504
LB_MC,0.0467,23307.015
LB_MC,0.0466,24239.47
LB_MC,0.0467,25171.902
LB_MC,0.0468,26104.468
LB_MC,0.0465,27037.057
LB_MC,0.0468,27969.65
LB_MC,0.0465,28902.088
LB_MC,0.0468,29834.682
LB_MC,0.0467,30767.242
LB_MC,0.0466,31699.776
LB_MC,0.0466,32632.176
LB_MC,0.0465,33564.472
LB_MC,0.0466,34496.941
LB_MC,0.0466,35429.418
LB_MC,0.0465,36361.963
LB_MC,0.0467,37294.415
LB_MC,0.0465,38226.892
LB_MC,0.0465,39159.364
LB_MC,0.0467,40091.808
LB_MC,0.0466,41024.249
LB_MC,0.0465,41956.683
LB_MC,0.0465,42889.133
LB_MC,0.0467,43821.583
LB_MC,0.0465,44754.073
LB_MC,0.0465,45686.536
LB_MC,0.0464,46618.992
LB_MC,0.0468,47551.547
LB_MC,0.0466,48483.921
LB_MC,0.0466,49416.364
LB_MC,0.0464,50348.834
LB_MC,0.0466,51281.358
LB_MC,0.0464,52213.762
LB_MC,0.0467,53146.312
LB_MC,0.0465,54078.693
LB_MC,0.0466,55011.144
LB_MC,0.0463,55943.634
LB_MC,0.0466,56876.186
LB_MC,0.0465,57808.624
LB_MC,0.0465,58741.026
LB_MC,0.0466,59673.323
LB_MC,0.0466,60605.752
LB_MC,0.0465,61538.212
LB_MC,0.0467,62470.619
LB_MC,0.0467,63403.101
LB_MC,0.0467,64335.647
LB_MC,0.0467,65268.122
LB_MC,0.0466,66200.595
LB_MC,0.0464,67133.085
LB_MC,0.0464,68065.552
LB_MC,0.0464,68998.018
LB_MC,0.0466,69930.555
LB_MC,0.0466,70863.021
LB_MC,0.0467,71795.421
LB_MC,0.0465,72727.925
LB_MC,0.0464,73660.508
LB_MC,0.0466,0
LB_MC,0.0466,927.268
LB_MC,0.0464,1859.687
LB_MC,0.0464,2792.16
LB_MC,0.0464,3724.632
LB_MC,0.0464,4657.102
LB_MC,0.0463,5589.631
LB_MC,0.0467,6522.193
LB_MC,0.0464,7454.487
LB_MC,0.0464,8386.937
LB_MC,0.0464,9319.439
LB_MC,0.0463,10251.889
LB_MC,0.0465,11184.439
LB_MC,0.0464,12116.883
LB_MC,0.0463,13049.281
LB_MC,0.0463,13981.655
LB_MC,0.0463,14914.142
LB_MC,0.0463,15846.702
LB_MC,0.0464,16779.28
LB_MC,0.0465,17711.855
LB_MC,0.0463,18644.329
LB_MC,0.0463,19576.844
LB_MC,0.0464,20509.373
LB_MC,0.0463,21441.922
LB_MC,0.0463,22374.504
LB_MC,0.0462,23307.015
LB_MC,0.0462,24239.47
LB_MC,0.0463,25171.902
LB_MC,0.0461,26104.468
LB_MC,0.0463,27037.057
LB_MC,0.0462,27969.65
LB_MC,0.0461,28902.088
LB_MC,0.0464,29834.682
LB_MC,0.0463,30767.242
LB_MC,0.0463,31699.776
LB_MC,0.0463,32632.176
LB_MC,0.0464,33564.472
LB_MC,0.0463,34496.941
LB_MC,0.0465,35429.418
LB_MC,0.0463,36361.963
LB_MC,0.0463,37294.415
LB_MC,0.0462,38226.892
LB_MC,0.0464,39159.364
LB_MC,0.0463,40091.808
LB_MC,0.0463,41024.249
LB_MC,0.0462,41956.683
LB_MC,0.0463,42889.133
LB_MC,0.0463,43821.583
LB_MC,0.0464,44754.073
LB_MC,0.0462,45686.536
LB_MC,0.0462,46618.992
LB_MC,0.0465,47551.547
LB_MC,0.0462,48483.921
LB_MC,0.0462,49416.364
LB_MC,0.0463,50348.834
LB_MC,0.0464,51281.358
LB_MC,0.0463,52213.762
LB_MC,0.0463,53146.312
LB_MC,0.0464,54078.693
LB_MC,0.0463,55011.144
LB_MC,0.0462,55943.634
LB_MC,0.0464,56876.186
LB_MC,0.0463,57808.624
LB_MC,0.0464,58741.026
LB_MC,0.0464,59673.323
LB_MC,0.0462,60605.752
LB_MC,0.0466,61538.212
LB_MC,0.0464,62470.619
LB_MC,0.0462,63403.101
LB_MC,0.0464,64335.647
LB_MC,0.0464,65268.122
LB_MC,0.0463,66200.595
LB_MC,0.0463,67133.085
LB_MC,0.0464,68065.552
LB_MC,0.0465,68998.018
LB_MC,0.0464,69930.555
LB_MC,0.0463,70863.021
LB_MC,0.0464,71795.421
LB_MC,0.0464,72727.925
LB_MC,0.0464,73660.508
LB_MC,0.047,0
LB_MC,0.0479,927.268
LB_MC,0.048,1859.687
LB_MC,0.048,2792.16
LB_MC,0.048,3724.632
LB_MC,0.048,4657.102
LB_MC,0.0481,5589.631
LB_MC,0.0483,6522.193
LB_MC,0.0482,7454.487
LB_MC,0.0484,8386.937
LB_MC,0.0506,9319.439
LB_MC,0.0481,10251.889
LB_MC,0.0481,11184.439
LB_MC,0.0489,12116.883
LB_MC,0.051,13049.281
LB_MC,0.0485,13981.655
LB_MC,0.0481,14914.142
LB_MC,0.0479,15846.702
LB_MC,0.048,16779.28
LB_MC,0.0484,17711.855
LB_MC,0.048,18644.329
LB_MC,0.0483,19576.844
LB_MC,0.049,20509.373
LB_MC,0.0481,21441.922
LB_MC,0.0489,22374.504
LB_MC,0.0482,23307.015
LB_MC,0.049,24239.47
LB_MC,0.0481,25171.902
LB_MC,0.0481,26104.468
LB_MC,0.0488,27037.057
LB_MC,0.048,27969.65
LB_MC,0.0479,28902.088
LB_MC,0.048,29834.682
LB_MC,0.0481,30767.242
LB_MC,0.0479,31699.776
LB_MC,0.0481,32632.176
LB_MC,0.0482,33564.472
LB_MC,0.0481,34496.941
LB_MC,0.0484,35429.418
LB_MC,0.0482,36361.963
LB_MC,0.0498,37294.415
LB_MC,0.0481,38226.892
LB_MC,0.0482,39159.364
LB_MC,0.0491,40091.808
LB_MC,0.0481,41024.249
LB_MC,0.048,41956.683
LB_MC,0.048,42889.133
LB_MC,0.0482,43821.583
LB_MC,0.0481,44754.073
LB_MC,0.048,45686.536
LB_MC,0.0481,46618.992
LB_MC,0.048,47551.547
LB_MC,0.0482,48483.921
LB_MC,0.0489,49416.364
LB_MC,0.0489,50348.834
LB_MC,0.0485,51281.358
LB_MC,0.0491,52213.762
LB_MC,0.0482,53146.312
LB_MC,0.0485,54078.693
LB_MC,0.0482,55011.144
LB_MC,0.0483,55943.634
LB_MC,0.049,56876.186
LB_MC,0.0481,57808.624
LB_MC,0.048,58741.026
LB_MC,0.0482,59673.323
LB_MC,0.0484,60605.752
LB_MC,0.0491,61538.212
LB_MC,0.0481,62470.619
LB_MC,0.0481,63403.101
LB_MC,0.0481,64335.647
LB_MC,0.0481,65268.122
LB_MC,0.0483,66200.595
LB_MC,0.0496,67133.085
LB_MC,0.0483,68065.552
LB_MC,0.0479,68998.018
LB_MC,0.0488,69930.555
LB_MC,0.0481,70863.021
LB_MC,0.0482,71795.421
LB_MC,0.0483,72727.925
LB_MC,0.0482,73660.508
P23.D8_noMC,0.1249,0
P23.D8_noMC,0.1237,927.268
P23.D8_noMC,0.1233,1859.687
P23.D8_noMC,0.1284,2792.16
P23.D8_noMC,0.1337,3724.632
P23.D8_noMC,0.1413,4657.102
P23.D8_noMC,0.1504,5589.631
P23.D8_noMC,0.1627,6522.193
P23.D8_noMC,0.1752,7454.487
P23.D8_noMC,0.189,8386.937
P23.D8_noMC,0.2064,9319.439
P23.D8_noMC,0.2228,10251.889
P23.D8_noMC,0.2338,11184.439
P23.D8_noMC,0.2534,12116.883
P23.D8_noMC,0.2764,13049.281
P23.D8_noMC,0.3019,13981.655
P23.D8_noMC,0.3185,14914.142
P23.D8_noMC,0.3391,15846.702
P23.D8_noMC,0.3545,16779.28
P23.D8_noMC,0.3668,17711.855
P23.D8_noMC,0.3846,18644.329
P23.D8_noMC,0.3968,19576.844
P23.D8_noMC,0.4117,20509.373
P23.D8_noMC,0.4258,21441.922
P23.D8_noMC,0.4426,22374.504
P23.D8_noMC,0.4569,23307.015
P23.D8_noMC,0.4698,24239.47
P23.D8_noMC,0.4828,25171.902
P23.D8_noMC,0.5008,26104.468
P23.D8_noMC,0.516,27037.057
P23.D8_noMC,0.5296,27969.65
P23.D8_noMC,0.5441,28902.088
P23.D8_noMC,0.5515,29834.682
P23.D8_noMC,0.5669,30767.242
P23.D8_noMC,0.581,31699.776
P23.D8_noMC,0.594,32632.176
P23.D8_noMC,0.6098,33564.472
P23.D8_noMC,0.6192,34496.941
P23.D8_noMC,0.6345,35429.418
P23.D8_noMC,0.6477,36361.963
P23.D8_noMC,0.6639,37294.415
P23.D8_noMC,0.6799,38226.892
P23.D8_noMC,0.6731,39159.364
P23.D8_noMC,0.6879,40091.808
P23.D8_noMC,0.7021,41024.249
P23.D8_noMC,0.7048,41956.683
P23.D8_noMC,0.7141,42889.133
P23.D8_noMC,0.7384,43821.583
P23.D8_noMC,0.7522,44754.073
P23.D8_noMC,0.7601,45686.536
P23.D8_noMC,0.7733,46618.992
P23.D8_noMC,0.7712,47551.547
P23.D8_noMC,0.7859,48483.921
P23.D8_noMC,0.8035,49416.364
P23.D8_noMC,0.8095,50348.834
P23.D8_noMC,0.8183,51281.358
P23.D8_noMC,0.8219,52213.762
P23.D8_noMC,0.8253,53146.312
P23.D8_noMC,0.8273,54078.693
P23.D8_noMC,0.8332,55011.144
P23.D8_noMC,0.8272,55943.634
P23.D8_noMC,0.8421,56876.186
P23.D8_noMC,0.8376,57808.624
