Well,Sample,OD600,Time (s)
A1,LB,0.0503,0
A1,LB,0.0503,913.444
A1,LB,0.0501,1826.772
A1,LB,0.0502,2740.112
A1,LB,0.0522,3653.458
A1,LB,0.0503,4566.749
A1,LB,0.0502,5480.064
A1,LB,0.0504,6393.365
A1,LB,0.0505,7306.725
A1,LB,0.0504,8220.029
A1,LB,0.0507,9133.368
A1,LB,0.0511,10046.679
A1,LB,0.0515,10960.013
A1,LB,0.0513,11873.355
A1,LB,0.0518,12786.673
A1,LB,0.052,13700.011
A1,LB,0.0514,14613.35
A1,LB,0.0516,15526.682
A1,LB,0.0513,16440.01
A1,LB,0.0512,17353.331
A1,LB,0.0515,18266.651
A1,LB,0.0512,19180.003
A1,LB,0.0511,20093.344
A1,LB,0.0511,21006.696
A1,LB,0.0516,21920.035
A1,LB,0.0518,22833.357
A1,LB,0.0507,23746.686
A1,LB,0.0509,24660.013
A1,LB,0.0507,25573.297
A1,LB,0.0506,26486.609
A1,LB,0.0506,27399.919
A1,LB,0.0507,28313.256
A1,LB,0.0509,29226.584
A1,LB,0.0505,30139.934
A1,LB,0.0503,31053.283
A1,LB,0.0503,31966.681
A1,LB,0.0501,32880.034
A1,LB,0.0499,33793.345
A1,LB,0.05,34706.688
A1,LB,0.0502,35620.004
A1,LB,0.0503,36533.348
A1,LB,0.0506,37446.667
A1,LB,0.0502,38359.961
A1,LB,0.0499,39273.298
A1,LB,0.0498,40186.619
A1,LB,0.0501,41099.964
A1,LB,0.0504,42013.302
A1,LB,0.0502,42926.666
A1,LB,0.0496,43839.971
A1,LB,0.0498,44753.313
A1,LB,0.05,45666.628
A1,LB,0.0498,46579.961
A1,LB,0.0498,47493.281
A1,LB,0.0502,48406.586
A1,LB,0.0503,49319.917
A1,LB,0.0494,50233.266
A1,LB,0.0494,51146.595
A1,LB,0.0496,52059.903
A1,LB,0.0494,52973.178
A1,LB,0.0492,53886.505
A1,LB,0.0489,54799.86
A1,LB,0.0487,55713.21
A1,LB,0.0481,56626.569
A1,LB,0.0477,57539.948
A1,LB,0.0483,58453.25
A1,LB,0.0472,59366.633
A1,LB,0.0465,60279.936
A1,LB,0.0463,61193.257
A1,LB,0.0463,62106.558
A1,LB,0.0463,63019.877
A1,LB,0.0466,63933.216
A1,LB,0.0469,64846.502
A1,LB,0.0471,65759.79
A1,LB,0.0467,66673.099
A1,LB,0.0479,67586.453
A1,LB,0.0465,68499.796
A1,LB,0.0459,69413.162
A1,LB,0.0464,70326.482
A1,LB,0.0465,71239.832
A1,LB,0.0468,72153.16
A1,LB,0.0465,73066.487
A1,LB,0.0461,73979.795
A1,LB,0.0457,74893.108
A1,LB,0.0452,75806.441
A1,LB,0.0455,76719.788
A1,LB,0.0459,77633.117
A1,LB,0.0458,78546.476
A1,LB,0.0452,79459.802
A1,LB,0.0454,80373.122
A1,LB,0.046,81286.46
A1,LB,0.0529,82199.799
A1,LB,0.0534,83113.097
A1,LB,0.0534,84026.457
A1,LB,0.0536,84939.784
A1,LB,0.0538,85853.125
A1,LB,0.0537,86766.503
A6,LB,0.0517,0
A6,LB,0.0518,913.444
A6,LB,0.0517,1826.772
A6,LB,0.0517,2740.112
A6,LB,0.052,3653.458
A6,LB,0.0516,4566.749
A6,LB,0.0517,5480.064
A6,LB,0.0514,6393.365
A6,LB,0.0518,7306.725
A6,LB,0.0514,8220.029
A6,LB,0.0516,9133.368
A6,LB,0.052,10046.679
A6,LB,0.0516,10960.013
A6,LB,0.0513,11873.355
A6,LB,0.0514,12786.673
A6,LB,0.0523,13700.011
A6,LB,0.0517,14613.35
A6,LB,0.0514,15526.682
A6,LB,0.0514,16440.01
A6,LB,0.0513,17353.331
A6,LB,0.0512,18266.651
A6,LB,0.0516,19180.003
A6,LB,0.0515,20093.344
A6,LB,0.0513,21006.696
A6,LB,0.0515,21920.035
A6,LB,0.0513,22833.357
A6,LB,0.051,23746.686
A6,LB,0.0514,24660.013
A6,LB,0.0514,25573.297
A6,LB,0.0517,26486.609
A6,LB,0.0516,27399.919
A6,LB,0.0515,28313.256
A6,LB,0.0515,29226.584
A6,LB,0.0513,30139.934
A6,LB,0.0509,31053.283
A6,LB,0.0512,31966.681
A6,LB,0.0513,32880.034
A6,LB,0.0511,33793.345
A6,LB,0.0511,34706.688
A6,LB,0.0507,35620.004
A6,LB,0.0507,36533.348
A6,LB,0.0501,37446.667
A6,LB,0.05,38359.961
A6,LB,0.0498,39273.298
A6,LB,0.0499,40186.619
A6,LB,0.0494,41099.964
A6,LB,0.0494,42013.302
A6,LB,0.0495,42926.666
A6,LB,0.0494,43839.971
A6,LB,0.0492,44753.313
A6,LB,0.0491,45666.628
A6,LB,0.0491,46579.961
A6,LB,0.049,47493.281
A6,LB,0.049,48406.586
A6,LB,0.0489,49319.917
A6,LB,0.0487,50233.266
A6,LB,0.0484,51146.595
A6,LB,0.0486,52059.903
A6,LB,0.0485,52973.178
A6,LB,0.0485,53886.505
A6,LB,0.0484,54799.86
A6,LB,0.0486,55713.21
A6,LB,0.0491,56626.569
A6,LB,0.0496,57539.948
A6,LB,0.0493,58453.25
A6,LB,0.0498,59366.633
A6,LB,0.0499,60279.936
A6,LB,0.0498,61193.257
A6,LB,0.0502,62106.558
A6,LB,0.05,63019.877
A6,LB,0.0502,63933.216
A6,LB,0.0498,64846.502
A6,LB,0.0499,65759.79
A6,LB,0.0491,66673.099
A6,LB,0.0484,67586.453
A6,LB,0.0473,68499.796
A6,LB,0.0469,69413.162
A6,LB,0.0471,70326.482
A6,LB,0.0476,71239.832
A6,LB,0.0484,72153.16
A6,LB,0.0477,73066.487
A6,LB,0.0489,73979.795
A6,LB,0.0477,74893.108
A6,LB,0.0476,75806.441
A6,LB,0.0504,76719.788
A6,LB,0.0518,77633.117
A6,LB,0.0511,78546.476
A6,LB,0.0491,79459.802
A6,LB,0.0469,80373.122
A6,LB,0.0468,81286.46
A6,LB,0.0469,82199.799
A6,LB,0.0467,83113.097
A6,LB,0.0464,84026.457
A6,LB,0.0474,84939.784
A6,LB,0.0553,85853.125
A6,LB,0.0561,86766.503
A8,P13.D10_MC,0.0774,0
A8,P13.D10_MC,0.08,913.444
A8,P13.D10_MC,0.0825,1826.772
A8,P13.D10_MC,0.0861,2740.112
A8,P13.D10_MC,0.0899,3653.458
A8,P13.D10_MC,0.0934,4566.749
A8,P13.D10_MC,0.0978,5480.064
A8,P13.D10_MC,0.1025,6393.365
A8,P13.D10_MC,0.1087,7306.725
A8,P13.D10_MC,0.116,8220.029
A8,P13.D10_MC,0.1253,9133.368
A8,P13.D10_MC,0.1371,10046.679
A8,P13.D10_MC,0.1513,10960.013
A8,P13.D10_MC,0.1699,11873.355
A8,P13.D10_MC,0.1878,12786.673
A8,P13.D10_MC,0.2102,13700.011
A8,P13.D10_MC,0.2404,14613.35
A8,P13.D10_MC,0.2746,15526.682
A8,P13.D10_MC,0.3068,16440.01
A8,P13.D10_MC,0.3401,17353.331
A8,P13.D10_MC,0.3737,18266.651
A8,P13.D10_MC,0.4009,19180.003
A8,P13.D10_MC,0.4299,20093.344
A8,P13.D10_MC,0.4555,21006.696
A8,P13.D10_MC,0.4765,21920.035
A8,P13.D10_MC,0.5014,22833.357
A8,P13.D10_MC,0.5141,23746.686
A8,P13.D10_MC,0.5316,24660.013
A8,P13.D10_MC,0.5452,25573.297
A8,P13.D10_MC,0.5602,26486.609
A8,P13.D10_MC,0.5811,27399.919
A8,P13.D10_MC,0.5951,28313.256
A8,P13.D10_MC,0.6012,29226.584
A8,P13.D10_MC,0.6165,30139.934
A8,P13.D10_MC,0.6307,31053.283
A8,P13.D10_MC,0.6425,31966.681
A8,P13.D10_MC,0.6407,32880.034
A8,P13.D10_MC,0.6491,33793.345
A8,P13.D10_MC,0.6501,34706.688
A8,P13.D10_MC,0.65,35620.004
A8,P13.D10_MC,0.6532,36533.348
A8,P13.D10_MC,0.6349,37446.667
A8,P13.D10_MC,0.6355,38359.961
A8,P13.D10_MC,0.6559,39273.298
A8,P13.D10_MC,0.6234,40186.619
A8,P13.D10_MC,0.6149,41099.964
A8,P13.D10_MC,0.6113,42013.302
A8,P13.D10_MC,0.6019,42926.666
A8,P13.D10_MC,0.5961,43839.971
A8,P13.D10_MC,0.5824,44753.313
A8,P13.D10_MC,0.5711,45666.628
A8,P13.D10_MC,0.5562,46579.961
A8,P13.D10_MC,0.5395,47493.281
A8,P13.D10_MC,0.5254,48406.586
A8,P13.D10_MC,0.5135,49319.917
A8,P13.D10_MC,0.4948,50233.266
A8,P13.D10_MC,0.4784,51146.595
A8,P13.D10_MC,0.4749,52059.903
A8,P13.D10_MC,0.4742,52973.178
A8,P13.D10_MC,0.4571,53886.505
A8,P13.D10_MC,0.4477,54799.86
A8,P13.D10_MC,0.4386,55713.21
A8,P13.D10_MC,0.4233,56626.569
A8,P13.D10_MC,0.4082,57539.948
A8,P13.D10_MC,0.396,58453.25
A8,P13.D10_MC,0.3824,59366.633
A8,P13.D10_MC,0.3648,60279.936
A8,P13.D10_MC,0.3548,61193.257
A8,P13.D10_MC,0.3403,62106.558
A8,P13.D10_MC,0.3251,63019.877
A8,P13.D10_MC,0.3063,63933.216
A8,P13.D10_MC,0.287,64846.502
A8,P13.D10_MC,0.2657,65759.79
A8,P13.D10_MC,0.2429,66673.099
A8,P13.D10_MC,0.2137,67586.453
A8,P13.D10_MC,0.1836,68499.796
A8,P13.D10_MC,0.1512,69413.162
A8,P13.D10_MC,0.1169,70326.482
A8,P13.D10_MC,0.0933,71239.832
A8,P13.D10_MC,0.0838,72153.16
A8,P13.D10_MC,0.0807,73066.487
A8,P13.D10_MC,0.0694,73979.795
A8,P13.D10_MC,0.0606,74893.108
A8,P13.D10_MC,0.0593,75806.441
A8,P13.D10_MC,0.0547,76719.788
A8,P13.D10_MC,0.0547,77633.117
A8,P13.D10_MC,0.0534,78546.476
A8,P13.D10_MC,0.052,79459.802
A8,P13.D10_MC,0.0505,80373.122
A8,P13.D10_MC,0.0493,81286.46
A8,P13.D10_MC,0.0485,82199.799
A8,P13.D10_MC,0.0484,83113.097
A8,P13.D10_MC,0.049,84026.457
A8,P13.D10_MC,0.0494,84939.784
A8,P13.D10_MC,0.0484,85853.125
A8,P13.D10_MC,0.0488,86766.503
A11,P22.B2_MC,0.0597,0
A11,P22.B2_MC,0.0608,913.444
A11,P22.B2_MC,0.0626,1826.772
A11,P22.B2_MC,0.0652,2740.112
A11,P22.B2_MC,0.0655,3653.458
A11,P22.B2_MC,0.0658,4566.749
A11,P22.B2_MC,0.0667,5480.064
A11,P22.B2_MC,0.0696,6393.365
A11,P22.B2_MC,0.0729,7306.725
A11,P22.B2_MC,0.0773,8220.029
A11,P22.B2_MC,0.0828,9133.368
A11,P22.B2_MC,0.0911,10046.679
A11,P22.B2_MC,0.1038,10960.013
A11,P22.B2_MC,0.1225,11873.355
A11,P22.B2_MC,0.1446,12786.673
A11,P22.B2_MC,0.174,13700.011
A11,P22.B2_MC,0.201,14613.35
A11,P22.B2_MC,0.2193,15526.682
A11,P22.B2_MC,0.2512,16440.01
A11,P22.B2_MC,0.2705,17353.331
A11,P22.B2_MC,0.2934,18266.651
A11,P22.B2_MC,0.3112,19180.003
A11,P22.B2_MC,0.3291,20093.344
A11,P22.B2_MC,0.3504,21006.696
A11,P22.B2_MC,0.3712,21920.035
A11,P22.B2_MC,0.3885,22833.357
A11,P22.B2_MC,0.4061,23746.686
A11,P22.B2_MC,0.4178,24660.013
A11,P22.B2_MC,0.4222,25573.297
A11,P22.B2_MC,0.4327,26486.609
A11,P22.B2_MC,0.4373,27399.919
A11,P22.B2_MC,0.4422,28313.256
A11,P22.B2_MC,0.4469,29226.584
A11,P22.B2_MC,0.4583,30139.934
A11,P22.B2_MC,0.4625,31053.283
A11,P22.B2_MC,0.462,31966.681
A11,P22.B2_MC,0.4587,32880.034
A11,P22.B2_MC,0.4633,33793.345
A11,P22.B2_MC,0.4512,34706.688
A11,P22.B2_MC,0.4448,35620.004
A11,P22.B2_MC,0.4379,36533.348
A11,P22.B2_MC,0.4253,37446.667
A11,P22.B2_MC,0.4202,38359.961
A11,P22.B2_MC,0.4124,39273.298
A11,P22.B2_MC,0.4014,40186.619
A11,P22.B2_MC,0.388,41099.964
A11,P22.B2_MC,0.3744,42013.302
A11,P22.B2_MC,0.3644,42926.666
A11,P22.B2_MC,0.3555,43839.971
A11,P22.B2_MC,0.3449,44753.313
A11,P22.B2_MC,0.3331,45666.628
A11,P22.B2_MC,0.3241,46579.961
A11,P22.B2_MC,0.3025,47493.281
A11,P22.B2_MC,0.296,48406.586
A11,P22.B2_MC,0.2867,49319.917
A11,P22.B2_MC,0.2704,50233.266
A11,P22.B2_MC,0.2595,51146.595
A11,P22.B2_MC,0.2546,52059.903
A11,P22.B2_MC,0.2391,52973.178
A11,P22.B2_MC,0.2325,53886.505
A11,P22.B2_MC,0.2263,54799.86
A11,P22.B2_MC,0.2701,55713.21
A11,P22.B2_MC,0.2537,56626.569
A11,P22.B2_MC,0.2198,57539.948
A11,P22.B2_MC,0.1862,58453.25
A11,P22.B2_MC,0.1899,59366.633
A11,P22.B2_MC,0.1589,60279.936
A11,P22.B2_MC,0.1374,61193.257
A11,P22.B2_MC,0.1225,62106.558
A11,P22.B2_MC,0.105,63019.877
A11,P22.B2_MC,0.0818,63933.216
A11,P22.B2_MC,0.0724,64846.502
A11,P22.B2_MC,0.0636,65759.79
A11,P22.B2_MC,0.0608,66673.099
A11,P22.B2_MC,0.0535,67586.453
A11,P22.B2_MC,0.0513,68499.796
A11,P22.B2_MC,0.0475,69413.162
A11,P22.B2_MC,0.0461,70326.482
A11,P22.B2_MC,0.046,71239.832
A11,P22.B2_MC,0.0459,72153.16
A11,P22.B2_MC,0.0452,73066.487
A11,P22.B2_MC,0.0446,73979.795
A11,P22.B2_MC,0.0441,74893.108
A11,P22.B2_MC,0.0437,75806.441
A11,P22.B2_MC,0.0439,76719.788
A11,P22.B2_MC,0.0444,77633.117
A11,P22.B2_MC,0.0434,78546.476
A11,P22.B2_MC,0.0436,79459.802
A11,P22.B2_MC,0.0444,80373.122
A11,P22.B2_MC,0.0529,81286.46
A11,P22.B2_MC,0.0553,82199.799
A11,P22.B2_MC,0.056,83113.097
A11,P22.B2_MC,0.0562,84026.457
A11,P22.B2_MC,0.0562,84939.784
A11,P22.B2_MC,0.0563,85853.125
A11,P22.B2_MC,0.0564,86766.503
B3,P20.H5,0.0684,0
B3,P20.H5,0.067,913.444
B3,P20.H5,0.0671,1826.772
B3,P20.H5,0.0692,2740.112
B3,P20.H5,0.0708,3653.458
B3,P20.H5,0.0698,4566.749
B3,P20.H5,0.0705,5480.064
B3,P20.H5,0.072,6393.365
B3,P20.H5,0.0744,7306.725
B3,P20.H5,0.0781,8220.029
B3,P20.H5,0.0838,9133.368
B3,P20.H5,0.0915,10046.679
B3,P20.H5,0.1023,10960.013
B3,P20.H5,0.1181,11873.355
B3,P20.H5,0.1382,12786.673
B3,P20.H5,0.1651,13700.011
B3,P20.H5,0.1948,14613.35
B3,P20.H5,0.2325,15526.682
B3,P20.H5,0.2599,16440.01
B3,P20.H5,0.2862,17353.331
B3,P20.H5,0.3193,18266.651
B3,P20.H5,0.3514,19180.003
B3,P20.H5,0.3827,20093.344
B3,P20.H5,0.4082,21006.696
B3,P20.H5,0.4321,21920.035
B3,P20.H5,0.4472,22833.357
B3,P20.H5,0.4533,23746.686
B3,P20.H5,0.4707,24660.013
B3,P20.H5,0.4761,25573.297
B3,P20.H5,0.4712,26486.609
B3,P20.H5,0.4741,27399.919
B3,P20.H5,0.4664,28313.256
B3,P20.H5,0.46,29226.584
B3,P20.H5,0.438,30139.934
B3,P20.H5,0.4402,31053.283
B3,P20.H5,0.4101,31966.681
B3,P20.H5,0.3921,32880.034
B3,P20.H5,0.3837,33793.345
B3,P20.H5,0.3664,34706.688
B3,P20.H5,0.3483,35620.004
B3,P20.H5,0.3557,36533.348
B3,P20.H5,0.336,37446.667
B3,P20.H5,0.3067,38359.961
B3,P20.H5,0.2934,39273.298
B3,P20.H5,0.2771,40186.619
B3,P20.H5,0.2651,41099.964
B3,P20.H5,0.2449,42013.302
B3,P20.H5,0.2288,42926.666
B3,P20.H5,0.2212,43839.971
B3,P20.H5,0.2069,44753.313
B3,P20.H5,0.188,45666.628
B3,P20.H5,0.1843,46579.961
B3,P20.H5,0.1676,47493.281
B3,P20.H5,0.162,48406.586
B3,P20.H5,0.1516,49319.917
B3,P20.H5,0.1466,50233.266
B3,P20.H5,0.1366,51146.595
B3,P20.H5,0.1306,52059.903
B3,P20.H5,0.125,52973.178
B3,P20.H5,0.1205,53886.505
B3,P20.H5,0.1175,54799.86
B3,P20.H5,0.1118,55713.21
B3,P20.H5,0.1096,56626.569
B3,P20.H5,0.1072,57539.948
B3,P20.H5,0.1041,58453.25
B3,P20.H5,0.1016,59366.633
B3,P20.H5,0.0983,60279.936
B3,P20.H5,0.0975,61193.257
B3,P20.H5,0.0916,62106.558
B3,P20.H5,0.088,63019.877
B3,P20.H5,0.0859,63933.216
B3,P20.H5,0.082,64846.502
B3,P20.H5,0.0793,65759.79
B3,P20.H5,0.0762,66673.099
B3,P20.H5,0.0714,67586.453
B3,P20.H5,0.0675,68499.796
B3,P20.H5,0.0639,69413.162
B3,P20.H5,0.0597,70326.482
B3,P20.H5,0.0555,71239.832
B3,P20.H5,0.0526,72153.16
B3,P20.H5,0.0515,73066.487
B3,P20.H5,0.0505,73979.795
B3,P20.H5,0.0498,74893.108
B3,P20.H5,0.0488,75806.441
B3,P20.H5,0.0486,76719.788
B3,P20.H5,0.0479,77633.117
B3,P20.H5,0.049,78546.476
B3,P20.H5,0.0503,79459.802
B3,P20.H5,0.0512,80373.122
B3,P20.H5,0.0515,81286.46
B3,P20.H5,0.051,82199.799
B3,P20.H5,0.0503,83113.097
B3,P20.H5,0.0492,84026.457
B3,P20.H5,0.0486,84939.784
B3,P20.H5,0.0497,85853.125
B3,P20.H5,0.0485,86766.503
B5,P13.D10,0.0741,0
B5,P13.D10,0.0757,913.444
B5,P13.D10,0.0779,1826.772
B5,P13.D10,0.0815,2740.112
B5,P13.D10,0.0857,3653.458
B5,P13.D10,0.0892,4566.749
B5,P13.D10,0.0937,5480.064
B5,P13.D10,0.0989,6393.365
B5,P13.D10,0.1048,7306.725
B5,P13.D10,0.1121,8220.029
B5,P13.D10,0.1205,9133.368
B5,P13.D10,0.131,10046.679
B5,P13.D10,0.1442,10960.013
B5,P13.D10,0.1592,11873.355
B5,P13.D10,0.1759,12786.673
B5,P13.D10,0.1947,13700.011
B5,P13.D10,0.2166,14613.35
B5,P13.D10,0.2451,15526.682
B5,P13.D10,0.2718,16440.01
B5,P13.D10,0.3009,17353.331
B5,P13.D10,0.3291,18266.651
B5,P13.D10,0.367,19180.003
B5,P13.D10,0.3944,20093.344
B5,P13.D10,0.4243,21006.696
B5,P13.D10,0.4626,21920.035
B5,P13.D10,0.4795,22833.357
B5,P13.D10,0.5,23746.686
B5,P13.D10,0.5326,24660.013
B5,P13.D10,0.5292,25573.297
B5,P13.D10,0.5477,26486.609
B5,P13.D10,0.5439,27399.919
B5,P13.D10,0.5496,28313.256
B5,P13.D10,0.5241,29226.584
B5,P13.D10,0.5223,30139.934
B5,P13.D10,0.5441,31053.283
B5,P13.D10,0.523,31966.681
B5,P13.D10,0.5315,32880.034
B5,P13.D10,0.5066,33793.345
B5,P13.D10,0.5005,34706.688
B5,P13.D10,0.4031,35620.004
B5,P13.D10,0.4286,36533.348
B5,P13.D10,0.3841,37446.667
B5,P13.D10,0.4037,38359.961
B5,P13.D10,0.3705,39273.298
B5,P13.D10,0.3703,40186.619
B5,P13.D10,0.3442,41099.964
B5,P13.D10,0.341,42013.302
B5,P13.D10,0.3233,42926.666
B5,P13.D10,0.3349,43839.971
B5,P13.D10,0.2896,44753.313
B5,P13.D10,0.2747,45666.628
B5,P13.D10,0.2618,46579.961
B5,P13.D10,0.2545,47493.281
B5,P13.D10,0.2367,48406.586
B5,P13.D10,0.2302,49319.917
B5,P13.D10,0.2224,50233.266
B5,P13.D10,0.2062,51146.595
B5,P13.D10,0.2034,52059.903
B5,P13.D10,0.1978,52973.178
B5,P13.D10,0.1883,53886.505
B5,P13.D10,0.1833,54799.86
B5,P13.D10,0.1802,55713.21
B5,P13.D10,0.1749,56626.569
B5,P13.D10,0.1699,57539.948
B5,P13.D10,0.1655,58453.25
B5,P13.D10,0.1591,59366.633
B5,P13.D10,0.1568,60279.936
B5,P13.D10,0.1519,61193.257
B5,P13.D10,0.1457,62106.558
B5,P13.D10,0.1366,63019.877
B5,P13.D10,0.1288,63933.216
B5,P13.D10,0.121,64846.502
B5,P13.D10,0.1153,65759.79
B5,P13.D10,0.1082,66673.099
B5,P13.D10,0.1029,67586.453
B5,P13.D10,0.0959,68499.796
B5,P13.D10,0.0886,69413.162
B5,P13.D10,0.0817,70326.482
B5,P13.D10,0.0743,71239.832
B5,P13.D10,0.0671,72153.16
B5,P13.D10,0.0597,73066.487
B5,P13.D10,0.0547,73979.795
B5,P13.D10,0.0516,74893.108
B5,P13.D10,0.0494,75806.441
B5,P13.D10,0.0477,76719.788
B5,P13.D10,0.0465,77633.117
B5,P13.D10,0.0467,78546.476
B5,P13.D10,0.0473,79459.802
B5,P13.D10,0.0463,80373.122
B5,P13.D10,0.0455,81286.46
B5,P13.D10,0.0448,82199.799
B5,P13.D10,0.0442,83113.097
B5,P13.D10,0.0437,84026.457
B5,P13.D10,0.0437,84939.784
B5,P13.D10,0.0438,85853.125
B5,P13.D10,0.0442,86766.503
B8,LB_MC,0.0516,0
B8,LB_MC,0.0518,913.444
B8,LB_MC,0.0516,1826.772
B8,LB_MC,0.0519,2740.112
B8,LB_MC,0.0522,3653.458
B8,LB_MC,0.0522,4566.749
B8,LB_MC,0.0523,5480.064
B8,LB_MC,0.0521,6393.365
B8,LB_MC,0.0521,7306.725
B8,LB_MC,0.0521,8220.029
B8,LB_MC,0.052,9133.368
B8,LB_MC,0.0524,10046.679
B8,LB_MC,0.0523,10960.013
B8,LB_MC,0.0521,11873.355
B8,LB_MC,0.0519,12786.673
B8,LB_MC,0.0521,13700.011
B8,LB_MC,0.0531,14613.35
B8,LB_MC,0.0526,15526.682
B8,LB_MC,0.0524,16440.01
B8,LB_MC,0.0528,17353.331
